,Sale Price,No of Bedrooms,No of Bathrooms,Flat Area (in Sqft),No of Floors,Waterfront View,Condition of the House,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),Purchase Year,Year Since Renovation
294,1,3,2.0,1970.0,2.0,0,4,8,1270.0,700,89,2390.0,4166,2017,0
295,1,4,2.5,3360.0,2.0,0,1,10,3360.0,0,24,3150.0,11374,2017,0
296,0,3,2.0,,1.0,0,1,7,1320.0,0,25,1740.0,7316,2017,0
297,0,3,2.5,2650.0,2.0,0,1,8,2650.0,0,28,2400.0,7220,2016,0
298,0,3,1.5,2030.0,1.0,0,1,7,1330.0,700,55,2140.0,5592,2017,0
299,0,3,1.75,1590.0,1.0,0,1,7,1090.0,500,61,1630.0,9052,2017,0
300,1,4,5.0,4550.0,1.0,1,1,10,2600.0,1950,16,4550.0,19508,2017,0
301,0,3,2.5,2440.0,2.0,0,1,8,2440.0,0,20,2510.0,7903,2017,0
302,1,3,2.5,1940.0,1.0,0,3,7,970.0,970,70,2190.0,7310,2017,0
303,0,3,2.5,2040.0,2.0,0,1,8,2040.0,0,12,2370.0,4590,2016,0
304,0,3,2.25,2200.0,1.0,0,3,7,1120.0,1080,54,1460.0,10139,2016,0
305,1,3,1.75,1920.0,1.0,0,3,8,960.0,960,105,1740.0,4000,2016,0
306,1,4,2.75,1800.0,1.0,0,3,8,1400.0,400,53,1800.0,8275,2016,0
307,1,4,2.25,2180.0,2.0,0,1,8,2180.0,0,34,2250.0,9781,2017,0
308,1,2,1.0,1010.0,1.5,0,3,6,1010.0,0,110,1460.0,5000,2016,0
309,1,4,2.75,3320.0,2.0,0,4,8,2220.0,1100,58,2720.0,8330,2016,0
310,1,4,2.5,2370.0,1.5,0,4,8,1980.0,390,90,2440.0,5750,2016,0
311,0,5,1.75,1660.0,1.5,0,1,6,1660.0,0,103,1660.0,78408,2017,0
312,1,5,2.5,3650.0,2.0,0,4,10,3370.0,280,97,2880.0,5400,2017,0
313,1,4,3.25,4290.0,1.0,0,1,10,2690.0,1600,21,3860.0,11244,2017,0
314,1,4,3.25,4290.0,1.0,0,1,10,2690.0,1600,21,3860.0,11244,2017,0
315,0,4,2.25,1950.0,1.0,0,1,8,1350.0,600,39,2150.0,7350,2017,0
316,0,3,2.0,2590.0,1.0,0,4,8,1720.0,870,70,1570.0,8162,2016,0
317,0,3,2.5,1930.0,1.0,0,3,8,1930.0,0,30,2350.0,57500,2016,0
318,1,2,1.0,1470.0,1.0,0,3,7,1170.0,300,102,1570.0,3864,2017,0
319,0,4,1.0,800.0,1.0,0,1,6,800.0,0,75,1310.0,8775,2017,0
320,1,5,2.75,3150.0,2.0,0,1,9,3150.0,0,5,1560.0,8384,2017,0
321,1,3,,2030.0,2.0,0,1,8,2030.0,0,34,2660.0,17958,2017,0
322,0,3,2.0,1450.0,1.0,0,1,7,1450.0,0,15,1520.0,9518,2017,0
323,0,3,1.75,1510.0,1.0,0,1,7,1510.0,0,49,1510.0,9753,2016,0
324,0,2,1.0,1240.0,1.0,0,1,6,960.0,280,96,1820.0,7460,2017,33
325,0,2,1.0,1240.0,1.0,0,1,6,960.0,280,96,1820.0,7460,2016,32
326,0,3,2.5,3030.0,2.0,0,1,9,3030.0,0,31,3080.0,35781,2017,0
327,1,4,2.0,2050.0,1.5,0,3,9,2050.0,0,96,2320.0,5500,2017,0
328,0,3,1.0,1000.0,1.0,0,2,7,1000.0,0,66,1150.0,7600,2016,0
329,1,3,2.25,2370.0,1.0,0,3,9,1590.0,780,41,2500.0,10004,2017,0
330,1,4,3.5,2800.0,2.0,0,1,9,1890.0,910,67,2370.0,6120,2017,15
331,0,6,1.75,2240.0,2.0,0,3,7,2240.0,0,63,1590.0,7955,2016,0
332,0,3,2.0,1810.0,1.0,0,1,8,1810.0,0,27,1910.0,10450,2017,0
333,1,2,1.0,1070.0,1.0,0,1,7,1070.0,0,94,1710.0,5000,2016,0
334,1,4,2.0,2490.0,2.0,0,4,9,2490.0,0,50,2770.0,9525,2017,0
335,0,4,2.5,1960.0,2.0,0,1,7,1960.0,0,15,1800.0,5894,2017,0
336,1,3,2.75,2930.0,1.0,0,1,9,1860.0,1070,14,2580.0,11045,2017,0
337,1,4,2.0,1510.0,1.5,0,4,7,1510.0,0,107,1820.0,3750,2017,0
338,0,3,1.75,1420.0,1.0,0,1,7,1420.0,0,64,1740.0,8000,2017,0
339,0,3,1.75,1740.0,1.0,0,1,7,1740.0,0,64,880.0,78408,2016,0
340,0,4,1.75,2560.0,2.0,0,3,7,2560.0,0,56,2560.0,14764,2016,0
341,1,4,3.5,3040.0,2.0,0,1,9,2420.0,620,8,3470.0,8066,2017,0
342,0,3,1.75,2500.0,1.0,0,1,8,1300.0,1200,61,1580.0,8691,2017,0
343,0,4,1.75,1275.0,1.0,0,3,6,1275.0,0,27,1660.0,20000,2017,0
344,1,4,2.5,2580.0,2.0,0,1,8,2580.0,0,16,2380.0,5823,2017,0
345,0,4,1.0,1000.0,1.0,0,1,6,1000.0,0,75,1020.0,7138,2017,0
346,0,4,1.0,1000.0,1.0,0,1,6,1000.0,0,75,1020.0,7138,2017,0
347,0,2,1.0,1070.0,1.0,0,3,6,1070.0,0,88,1360.0,32156,2017,0
348,0,3,2.0,1390.0,1.0,0,3,7,1390.0,0,31,1720.0,12080,2017,0
349,0,4,1.75,2500.0,1.0,0,1,7,1250.0,1250,45,2040.0,8646,2016,0
350,0,1,0.75,560.0,1.0,0,1,4,560.0,0,51,1300.0,19207,2017,0
351,1,4,2.75,2270.0,2.0,0,1,9,2270.0,0,53,2610.0,10180,2017,0
352,0,3,,1900.0,1.0,0,3,7,1300.0,600,64,1940.0,14400,2016,0
353,0,2,1.0,990.0,1.0,0,4,7,790.0,200,111,1930.0,3120,2017,0
354,0,4,1.5,1550.0,1.0,0,3,7,1050.0,500,49,1640.0,22654,2016,0
355,0,4,1.75,2200.0,1.0,0,4,7,1100.0,1100,63,1600.0,5766,2017,0
356,0,4,2.5,1910.0,2.0,0,1,7,1910.0,0,13,2010.0,5091,2017,0
357,0,4,1.0,1750.0,1.5,0,3,7,1750.0,0,64,1750.0,10530,2017,0
358,1,3,1.0,1330.0,1.0,0,1,7,1330.0,0,90,1340.0,17689,2017,63
359,1,3,2.5,2440.0,2.0,0,1,9,1980.0,460,18,1520.0,5750,2017,0
360,0,3,2.5,1640.0,2.0,0,1,7,1640.0,0,26,1580.0,28399,2017,0
361,0,5,2.5,2760.0,2.0,0,3,9,2760.0,0,40,2470.0,11340,2017,0
362,0,4,2.5,1820.0,2.0,0,1,7,1820.0,0,24,1820.0,8168,2017,0
363,1,3,2.5,2110.0,1.0,0,1,8,1340.0,770,5,2040.0,9363,2017,0
364,1,5,2.5,3040.0,1.0,0,3,8,1640.0,1400,52,2920.0,8800,2017,0
365,0,3,2.0,1840.0,2.0,0,1,7,1840.0,0,24,1380.0,44049,2016,0
366,1,4,2.5,2990.0,2.0,0,1,9,2990.0,0,16,2140.0,17449,2016,0
367,1,4,2.5,3520.0,2.0,0,1,10,3520.0,0,27,3400.0,21455,2017,0
368,1,4,2.75,2440.0,1.0,0,3,8,1910.0,530,29,2770.0,24361,2016,0
369,0,4,3.0,2090.0,1.0,0,1,7,1370.0,720,32,1810.0,7650,2017,0
370,0,3,2.25,1430.0,2.0,0,1,7,1430.0,0,25,1430.0,7220,2017,0
371,0,4,2.25,2180.0,1.0,0,4,7,1100.0,1080,64,1810.0,6929,2017,0
372,1,4,2.25,,1.0,0,4,7,1100.0,1080,64,1810.0,6929,2016,0
373,0,5,3.0,3450.0,2.0,0,1,9,3450.0,0,14,2860.0,9721,2017,0
374,0,3,2.25,1450.0,2.0,0,1,7,1450.0,0,24,1650.0,7625,2017,0
375,1,4,2.5,3230.0,2.0,0,1,10,3230.0,0,14,3480.0,7447,2017,0
376,0,3,1.75,1640.0,1.0,0,1,7,1110.0,530,78,1770.0,12600,2017,0
377,0,3,3.0,1590.0,1.0,0,1,7,1060.0,530,21,1680.0,7500,2017,0
378,1,4,2.0,2020.0,2.0,0,1,7,2020.0,0,58,1910.0,3120,2016,0
379,0,3,1.5,1300.0,1.5,0,1,7,1300.0,0,114,1590.0,2577,2016,2
380,0,2,1.5,1380.0,1.0,0,0,6,1380.0,0,64,3130.0,19868,2017,0
381,1,3,3.0,4040.0,2.0,0,1,10,3030.0,1010,32,3360.0,14142,2017,0
382,0,4,2.25,2130.0,2.0,0,1,7,2130.0,0,17,2300.0,6930,2016,0
383,1,4,2.25,2550.0,1.0,0,1,8,1580.0,970,50,2420.0,8050,2016,0
384,1,5,3.5,4800.0,2.0,0,1,10,3480.0,1320,20,4050.0,19009,2017,0
385,1,4,2.25,2510.0,2.0,0,3,8,2510.0,0,49,2450.0,9691,2017,0
386,0,3,2.0,1410.0,1.0,0,3,7,1410.0,0,35,1410.0,9600,2017,0
387,0,3,2.0,1650.0,1.0,0,1,7,1160.0,490,39,1710.0,7350,2017,0
388,0,4,2.5,2120.0,2.0,0,1,8,2120.0,0,25,1880.0,12000,2017,0
389,0,4,1.5,2040.0,1.0,0,1,7,1380.0,660,64,1610.0,10020,2017,0
390,0,4,1.0,1550.0,1.5,0,1,7,1550.0,0,61,1450.0,7620,2017,0
391,0,3,2.75,1980.0,2.0,0,3,9,1980.0,0,39,1950.0,2856,2017,0
392,0,3,2.5,1600.0,2.0,0,1,8,1600.0,0,13,1790.0,27743,2017,0
393,1,4,2.75,3300.0,2.0,0,1,8,3300.0,0,65,3180.0,12239,2017,0
394,1,4,2.5,3840.0,2.0,0,3,10,3840.0,0,35,3600.0,16553,2017,0
395,0,2,1.0,1220.0,1.0,0,4,7,1220.0,0,68,2000.0,9600,2016,0
396,1,5,2.25,2720.0,1.0,0,3,7,1500.0,1220,60,2110.0,8800,2016,0
397,0,4,2.0,1940.0,1.0,0,0,8,1940.0,0,56,2000.0,10071,2017,0
398,0,3,2.5,2160.0,1.5,0,1,7,1260.0,900,109,1060.0,3500,2017,6
399,0,4,1.75,1530.0,1.5,0,3,7,1530.0,0,50,1390.0,8750,2017,0
400,1,3,3.5,1710.0,2.0,0,1,8,1290.0,420,10,1630.0,1543,2016,0
401,0,4,1.75,3730.0,1.0,0,3,7,2150.0,1580,44,1880.0,16963,2017,0
402,0,2,1.0,940.0,1.0,0,3,7,940.0,0,81,1560.0,4500,2016,0
403,0,3,2.5,1750.0,2.0,0,1,8,1750.0,0,24,2430.0,22357,2016,0
404,0,4,2.5,1820.0,2.0,0,1,7,1820.0,0,24,1820.0,7107,2017,0
405,1,3,3.25,1510.0,2.0,0,1,9,1330.0,180,17,1510.0,1352,2017,0
406,0,3,2.0,1290.0,3.0,0,1,8,1290.0,0,17,1290.0,3235,2017,0
407,0,3,2.0,1570.0,1.0,0,1,7,1570.0,0,20,1570.0,5250,2016,0
408,0,4,2.5,1930.0,2.0,0,1,8,1930.0,0,23,2090.0,6996,2016,0
409,1,4,3.5,2840.0,1.0,0,3,10,2840.0,0,32,3180.0,36852,2017,0
410,0,3,2.5,1550.0,2.0,0,1,7,1550.0,0,27,1550.0,8134,2016,0
411,1,2,1.0,833.0,1.0,0,1,5,833.0,0,12,1380.0,143947,2017,0
412,1,3,2.5,2990.0,2.0,0,3,8,2990.0,0,40,2990.0,36497,2017,0
413,1,3,2.5,2000.0,2.0,0,1,9,2000.0,0,23,2450.0,8118,2017,0
414,0,4,1.5,2390.0,1.5,0,1,7,2390.0,0,98,2850.0,6867,2016,0
415,1,3,1.75,2910.0,1.0,0,3,7,1530.0,1380,51,2520.0,18295,2017,0
416,1,4,1.75,2085.0,1.0,0,1,7,1610.0,475,54,2690.0,174240,2017,0
417,0,4,2.25,2200.0,1.0,0,4,7,1290.0,910,56,1910.0,8660,2016,0
418,0,3,2.25,1860.0,2.0,0,1,8,1860.0,0,6,2320.0,5465,2017,0
419,1,5,4.25,6070.0,2.0,0,1,10,6070.0,0,19,4680.0,211267,2017,0
420,0,2,1.0,950.0,1.0,0,1,7,950.0,0,77,1320.0,4050,2017,0
421,1,3,1.75,1600.0,1.0,0,4,7,1600.0,0,63,1580.0,9800,2017,0
422,1,3,2.5,2250.0,2.0,0,1,8,2250.0,0,30,2360.0,11632,2017,0
423,0,3,2.5,2280.0,2.0,0,3,8,2280.0,0,33,2310.0,10094,2016,0
424,0,2,1.0,940.0,1.0,0,1,7,940.0,0,109,1300.0,5120,2017,0
425,0,3,2.5,1530.0,1.0,0,4,7,1030.0,500,22,1850.0,8140,2016,0
426,0,5,1.75,2190.0,1.0,0,3,7,2190.0,0,71,1620.0,39480,2017,43
427,1,3,2.0,2350.0,1.0,0,3,8,1770.0,580,42,3530.0,15715,2016,0
428,0,4,2.0,1440.0,1.0,0,1,7,1200.0,240,47,1460.0,9660,2017,0
429,0,3,2.5,2200.0,2.0,0,1,8,2200.0,0,13,2310.0,5082,2016,0
430,0,4,3.0,2290.0,2.0,0,1,9,2290.0,0,28,2290.0,8250,2017,0
431,1,4,3.0,4040.0,2.0,0,1,10,4040.0,0,31,3930.0,21887,2017,0
432,1,4,2.5,2610.0,1.5,0,4,8,1920.0,690,96,1810.0,3277,2017,0
433,0,3,2.5,1490.0,2.0,0,1,7,1490.0,0,13,1490.0,2094,2017,0
434,1,4,2.5,2450.0,2.0,0,1,8,2450.0,0,15,2300.0,4674,2017,0
435,1,4,2.5,1710.0,1.0,0,1,9,1440.0,270,42,2140.0,9131,2017,3
436,1,5,2.5,4870.0,2.0,0,1,10,3470.0,1400,35,3180.0,11398,2017,0
437,1,3,2.5,3130.0,2.0,0,1,10,3130.0,0,27,2860.0,9003,2016,0
438,0,2,2.0,1270.0,3.0,0,1,8,1270.0,0,18,1610.0,3090,2017,0
439,1,3,1.75,2120.0,1.0,0,1,8,1540.0,580,41,2460.0,11760,2017,0
440,0,3,1.5,1670.0,1.0,0,4,7,1670.0,0,64,2077.0,4910,2017,0
441,0,3,2.25,2070.0,2.0,0,1,7,2070.0,0,44,1890.0,7519,2017,0
442,1,2,1.0,1420.0,1.0,0,1,8,1070.0,350,65,2400.0,5406,2017,0
443,0,3,1.5,1250.0,1.0,0,3,6,1250.0,0,38,1930.0,210394,2016,0
444,0,3,1.0,940.0,1.0,0,3,7,940.0,0,58,1150.0,8050,2017,0
445,0,3,1.75,1920.0,1.0,0,1,7,1920.0,0,50,1920.0,9760,2017,0
446,1,3,2.5,3545.0,1.0,0,1,10,2610.0,935,13,3630.0,7704,2017,0
447,0,3,2.0,1260.0,1.0,0,1,7,1260.0,0,46,1510.0,5460,2016,0
448,0,5,2.5,2340.0,1.0,0,1,7,1300.0,1040,43,1930.0,7221,2017,0
449,1,3,2.25,2590.0,1.0,0,4,8,,1150,41,2580.0,9450,2017,0
450,1,3,4.5,3970.0,2.0,0,1,10,3260.0,710,41,2610.0,13838,2016,17
451,0,3,1.75,1220.0,1.0,0,1,7,1220.0,0,53,1630.0,10007,2017,0
452,0,3,1.0,1400.0,1.0,0,3,6,1400.0,0,42,1230.0,10209,2016,0
453,1,3,2.75,2360.0,1.0,0,3,8,1710.0,650,35,2120.0,16117,2016,0
454,1,3,1.75,1870.0,1.0,0,3,8,1870.0,0,58,1900.0,10005,2017,0
455,1,3,2.5,2830.0,2.0,0,1,9,2830.0,0,17,2500.0,5788,2017,0
456,0,3,2.5,2260.0,2.0,0,1,8,2260.0,0,24,2350.0,3710,2016,0
457,1,3,3.0,1970.0,2.0,1,3,9,1770.0,200,38,2280.0,75396,2017,0
458,1,4,2.5,3140.0,1.0,0,4,9,1770.0,1370,52,2460.0,9600,2017,0
459,0,3,1.75,1240.0,1.0,0,4,7,1240.0,0,32,1490.0,8223,2016,0
460,1,4,3.5,3450.0,2.0,0,1,10,3450.0,0,11,3220.0,8567,2017,0
461,0,3,2.25,2570.0,2.0,0,3,8,2570.0,0,29,2400.0,8049,2016,0
462,0,3,2.0,1510.0,2.0,0,1,7,1510.0,0,33,1570.0,3777,2017,0
463,0,4,2.25,2390.0,2.0,0,1,9,2390.0,0,30,2480.0,11250,2017,0
464,0,3,1.0,980.0,1.0,0,1,6,980.0,0,65,1220.0,7000,2017,0
465,0,1,0.75,430.0,1.0,0,2,4,430.0,0,106,1200.0,7500,2017,0
466,0,3,1.75,1480.0,1.0,0,1,7,1480.0,0,64,1480.0,6360,2017,0
467,0,4,2.5,1850.0,2.0,0,1,8,1850.0,0,21,2100.0,7329,2017,0
468,0,3,2.0,2270.0,1.0,0,3,7,1920.0,350,71,1770.0,14833,2016,0
469,0,3,2.5,1810.0,2.0,0,1,8,1810.0,0,25,1810.0,6200,2016,0
470,0,2,2.0,1610.0,2.0,0,1,6,1610.0,0,88,1310.0,12950,2017,34
471,1,3,4.25,3840.0,2.0,0,1,10,3840.0,0,18,3230.0,7709,2016,0
472,1,4,2.75,4110.0,2.0,0,1,9,3130.0,980,90,2820.0,8400,2017,4
473,1,4,3.25,4190.0,2.0,0,1,10,3150.0,1040,18,4300.0,11919,2017,0
474,1,4,2.75,3390.0,2.0,0,1,9,3390.0,0,7,3390.0,7111,2017,0
475,1,4,2.25,1890.0,2.0,0,1,7,1890.0,0,15,1580.0,3000,2017,0
476,0,3,2.5,1610.0,2.0,0,1,9,1080.0,530,13,1610.0,4173,2017,0
477,0,3,1.5,1050.0,1.0,0,1,7,850.0,200,69,1770.0,5400,2017,0
478,0,2,1.0,630.0,1.0,0,1,5,630.0,0,100,1420.0,6550,2016,0
479,1,4,2.75,2910.0,1.0,0,1,8,1780.0,1130,43,2920.0,10988,2017,0
480,0,4,1.75,1700.0,1.0,0,1,7,850.0,850,63,1620.0,9000,2017,0
481,0,3,2.5,1950.0,2.0,0,3,9,1950.0,0,28,2350.0,7691,2017,0
482,1,3,3.0,2990.0,2.0,0,3,8,2990.0,0,45,2230.0,11553,2016,0
483,1,3,1.5,1350.0,1.0,0,1,7,,450,68,1730.0,6012,2017,0
484,1,4,3.25,4860.0,2.5,0,1,9,4860.0,0,25,3850.0,181319,2016,0
485,0,4,2.5,2160.0,1.0,0,3,8,1460.0,700,40,2060.0,8250,2016,0
486,1,6,3.5,4860.0,2.0,0,1,10,3860.0,1000,20,3600.0,11793,2017,0
487,0,2,2.0,890.0,1.0,0,1,6,890.0,0,101,1860.0,5000,2017,0
488,1,4,2.75,2810.0,2.0,0,1,9,2810.0,0,16,2820.0,7302,2017,0
489,1,5,2.5,3400.0,2.0,0,3,8,3400.0,0,41,3080.0,11081,2016,0
490,0,4,1.5,1580.0,1.0,0,3,7,960.0,620,55,1560.0,7350,2017,0
491,0,3,2.0,1680.0,1.0,0,3,7,1680.0,0,31,1680.0,4921,2016,0
492,0,3,1.75,1300.0,1.0,0,4,7,1300.0,0,50,1300.0,10794,2016,0
493,1,5,2.5,2820.0,2.0,0,3,7,2380.0,440,58,1910.0,10392,2017,0
494,0,3,2.0,1510.0,1.0,0,1,7,1070.0,440,46,1660.0,6600,2017,0
495,0,2,2.5,1230.0,2.0,0,1,8,870.0,360,14,1240.0,1350,2017,0
496,1,4,2.0,2110.0,2.0,0,1,9,1710.0,400,93,1440.0,4420,2016,13
497,0,3,2.75,3080.0,1.0,0,3,7,1610.0,1470,60,2424.0,12410,2017,0
498,1,2,1.5,1490.0,1.5,0,3,7,1190.0,300,118,1590.0,4025,2017,0
499,0,3,2.5,2120.0,2.0,0,1,7,2120.0,0,18,2530.0,4816,2017,0
500,1,4,2.5,3180.0,2.0,0,1,9,3180.0,0,15,3030.0,5335,2016,0
501,0,2,1.0,1490.0,1.0,0,1,7,860.0,630,89,1460.0,3825,2017,0
502,0,3,2.0,1930.0,1.0,0,3,8,1930.0,0,52,2200.0,12825,2017,0
503,1,4,2.5,2770.0,2.0,0,1,10,2770.0,0,19,2720.0,10000,2017,0
504,0,3,1.5,1670.0,1.0,0,3,7,1670.0,0,55,1930.0,10200,2016,0
505,0,2,1.75,1330.0,1.0,0,1,7,1330.0,0,25,1450.0,11682,2017,0
506,1,3,1.0,1210.0,1.5,0,3,7,1210.0,0,94,1640.0,3333,2017,0
507,0,3,1.0,1190.0,1.0,0,3,7,1030.0,160,77,1690.0,5100,2016,0
508,1,2,1.0,1540.0,1.0,0,3,7,820.0,720,72,1420.0,5538,2017,0
509,1,4,3.75,4030.0,2.0,0,1,10,,0,12,2160.0,7200,2017,0
510,1,4,1.75,2430.0,1.0,0,3,8,1580.0,850,37,1980.0,8750,2016,0
511,0,4,2.5,2600.0,2.0,0,1,8,2600.0,0,13,2830.0,7787,2016,0
512,1,5,3.5,4410.0,2.0,0,3,9,4410.0,0,28,2900.0,50529,2017,0
513,0,4,1.0,1330.0,1.5,0,1,7,1330.0,0,69,1220.0,660,2017,0
514,1,3,1.75,1900.0,1.0,0,4,7,950.0,950,67,1770.0,5000,2017,0
515,0,2,1.0,1100.0,1.0,0,3,7,1100.0,0,68,1460.0,7680,2016,0
516,0,3,1.0,1980.0,1.5,0,1,6,1580.0,400,86,1860.0,11811,2017,0
517,1,3,2.5,2400.0,2.0,0,1,9,2400.0,0,17,2080.0,8615,2016,0
518,1,4,2.25,4760.0,2.5,0,4,9,3390.0,1370,102,2950.0,9323,2017,0
519,1,4,3.25,3180.0,2.0,0,1,10,3180.0,0,13,2200.0,178160,2017,0
520,0,3,1.0,1190.0,1.0,0,4,6,1190.0,0,60,1190.0,7560,2016,0
521,0,2,1.0,630.0,1.0,0,1,6,630.0,0,75,1470.0,6840,2017,12
522,1,5,3.0,2530.0,1.0,0,1,8,1520.0,1010,13,2290.0,4011,2016,0
523,0,4,1.5,1690.0,1.0,0,3,5,1690.0,0,88,1690.0,9040,2017,0
524,0,2,1.0,940.0,1.0,0,1,6,940.0,0,67,940.0,5000,2017,0
525,1,2,2.0,1240.0,1.0,0,3,7,1240.0,0,66,1380.0,9121,2017,0
526,1,4,2.5,3040.0,2.0,0,1,7,3040.0,0,15,2740.0,6587,2017,0
527,1,6,5.0,6050.0,2.0,0,1,10,6050.0,0,17,4210.0,233971,2017,0
528,0,4,1.0,1590.0,1.5,0,1,6,1590.0,0,74,1320.0,7085,2017,0
529,1,3,1.75,2500.0,1.0,0,1,9,2500.0,0,34,2590.0,28837,2017,0
530,0,3,2.5,1780.0,1.0,0,1,7,1320.0,460,40,1680.0,7848,2016,0
531,0,2,1.5,1360.0,2.0,0,1,7,1360.0,0,40,1360.0,1898,2016,0
532,1,4,3.25,4740.0,2.0,0,1,10,4740.0,0,31,3340.0,49206,2016,0
533,0,3,1.5,1010.0,1.0,0,3,7,1010.0,0,56,1400.0,9660,2017,0
534,0,3,1.0,1040.0,1.0,0,3,6,1040.0,0,47,1580.0,7405,2016,0
535,0,3,2.25,1610.0,2.0,0,3,7,1610.0,0,33,1780.0,7529,2016,0
536,0,4,1.75,1570.0,1.0,0,1,7,1570.0,0,39,1870.0,8190,2016,0
537,1,2,2.0,1510.0,1.0,0,3,7,1010.0,500,118,1920.0,4000,2017,0
538,0,3,2.0,1360.0,1.0,0,1,7,1360.0,0,24,1360.0,6987,2016,0
539,0,4,2.5,1970.0,2.0,0,1,8,1970.0,0,19,2230.0,5109,2016,0
540,1,3,2.5,5403.0,2.0,1,3,10,5403.0,0,42,3980.0,104374,2016,0
541,0,4,2.5,1560.0,2.0,0,1,7,1560.0,0,15,1560.0,4350,2017,0
542,0,4,1.75,2320.0,1.0,0,3,8,2270.0,50,45,2120.0,9880,2017,0
543,1,3,2.25,2120.0,1.0,0,1,8,2120.0,0,51,2480.0,13492,2017,0
544,0,3,2.25,2120.0,2.0,0,3,8,2120.0,0,35,2120.0,14479,2017,0
545,1,4,2.5,3350.0,2.0,0,1,10,3350.0,0,30,3920.0,24728,2016,0
546,1,4,2.5,2380.0,2.0,0,3,10,2380.0,0,27,2560.0,9770,2017,0
547,0,2,2.0,1070.0,2.0,0,1,9,720.0,350,10,1070.0,928,2016,0
548,0,4,2.75,2300.0,1.0,0,3,7,1560.0,740,39,1870.0,9588,2017,0
549,0,2,1.0,1320.0,1.0,0,3,6,1320.0,0,75,1190.0,6490,2017,0
550,1,3,1.75,2180.0,1.0,0,3,7,1140.0,1040,72,2180.0,8535,2017,0
551,1,3,3.0,4380.0,2.0,0,4,10,3580.0,800,66,3080.0,7680,2017,0
552,0,3,1.75,1790.0,2.0,0,1,7,1790.0,0,69,1520.0,10125,2016,0
553,0,2,1.0,750.0,1.0,0,3,6,750.0,0,75,1340.0,8750,2017,0
554,0,3,1.5,1300.0,1.0,0,4,7,1300.0,0,62,1570.0,8692,2017,0
555,1,4,2.5,2990.0,2.0,0,1,9,2990.0,0,19,3715.0,29170,2017,0
556,1,7,3.5,4640.0,2.0,0,1,10,2860.0,1780,53,3230.0,20697,2017,14
557,0,4,1.0,1400.0,1.5,0,1,7,1400.0,0,59,1310.0,7314,2017,0
558,1,6,1.75,2750.0,2.0,0,3,8,2750.0,0,45,2040.0,9563,2016,0
559,0,4,2.5,2050.0,2.0,0,1,7,2050.0,0,20,2050.0,8103,2017,0
560,0,4,3.0,2230.0,1.0,0,1,7,1410.0,820,40,1960.0,65340,2017,0
561,0,4,2.25,2340.0,1.0,0,3,8,2340.0,0,36,2340.0,107898,2017,0
562,1,3,2.5,2870.0,2.0,0,1,9,2870.0,0,4,1630.0,7995,2017,0
563,1,4,2.5,4120.0,2.0,0,1,10,4120.0,0,21,3180.0,7257,2017,0
564,1,3,1.75,2080.0,1.0,0,1,7,1370.0,710,58,1870.0,8944,2017,0
565,0,3,2.5,1840.0,2.0,0,1,7,1840.0,0,10,1600.0,4697,2017,0
566,0,3,1.0,1180.0,1.5,0,3,6,1180.0,0,59,1490.0,5350,2017,0
567,1,5,2.75,2160.0,1.5,0,4,7,1530.0,630,91,2040.0,4000,2017,0
568,1,3,1.0,1180.0,1.5,0,1,8,1180.0,0,111,1440.0,3400,2017,0
569,0,2,0.75,1160.0,1.0,0,3,6,870.0,290,81,1870.0,25346,2017,0
570,0,4,2.5,1830.0,2.0,0,1,7,1830.0,0,15,1830.0,5998,2017,0
571,1,4,4.0,3200.0,2.0,0,1,10,3200.0,0,14,3480.0,7944,2016,0
572,0,5,3.0,2560.0,1.5,0,3,7,1760.0,800,91,1080.0,5445,2016,0
573,1,5,2.75,2550.0,1.5,0,4,8,2550.0,0,116,1590.0,3840,2017,0
574,0,3,1.75,1330.0,1.0,0,1,7,1040.0,290,37,1330.0,9081,2016,0
575,0,2,1.0,1220.0,1.0,0,3,7,1220.0,0,55,2010.0,98010,2017,0
576,0,3,2.5,1805.0,2.0,0,1,7,1805.0,0,9,2095.0,3402,2017,0
577,1,4,4.0,6050.0,2.5,0,1,9,4150.0,1900,9,2700.0,199504,2017,0
578,1,4,2.5,2320.0,2.0,0,1,8,2320.0,0,14,2450.0,5471,2016,0
579,0,3,1.0,1384.0,1.0,0,3,6,1384.0,0,53,1000.0,8470,2017,0
580,1,3,2.5,2720.0,2.0,0,1,9,2720.0,0,13,3180.0,7320,2017,0
581,0,3,1.5,1820.0,1.0,0,3,7,1820.0,0,56,1380.0,8976,2017,0
582,1,2,2.25,2130.0,1.5,0,3,7,1530.0,600,77,2130.0,4920,2017,0
583,0,4,2.25,2060.0,2.0,0,1,7,2060.0,0,43,2060.0,8155,2017,0
584,0,4,1.75,1420.0,1.0,0,3,7,1080.0,340,37,1500.0,7260,2017,0
585,0,3,1.75,1510.0,1.0,0,1,7,1510.0,0,33,1470.0,15744,2017,0
586,1,3,2.5,2160.0,1.5,0,1,8,1960.0,200,115,2160.0,5120,2017,4
587,1,3,2.5,3180.0,2.0,0,3,10,3180.0,0,40,3030.0,12835,2017,0
588,0,3,2.25,2110.0,2.0,0,3,8,2110.0,0,33,2470.0,14000,2017,0
